"Calendar Year","Quarter","Quarter Month from","Quarter Month to","County code","County","Permit Date","Permits: Incorporated Cities","Permits: Outside Incorporated Cities","Permits: Allocated Countywide","Total Permits","Taxable Transactions: Incorporated Cities","Taxable Transactions: Outside Incorporated Cities","Taxable Transactions: Unallocated","Total Taxable Transactions","Yearly Percentage Change (%)","Per Capita"
"2024","Q4","10","12","15","Kern","12/31/2024","14834","7596","","22430","3125065835","1905517042","1033211199","6063794076","-5.74","6661.31"
"2024","Q4","10","12","16","Kings","12/31/2024","2145","512","","2657","470096477","91564079","196880948","758541504","20.05","4969.9"
"2024","Q4","10","12","17","Lake","12/31/2024","660","1275","","1935","71573376","88935984","51812919","212322279","-3.22","3168.94"
"2024","Q4","10","12","18","Lassen","12/31/2024","320","419","","739","39394437","21732157","33070123","94196717","1.98","3340.66"
"2024","Q4","10","12","19","Los Angeles","12/31/2024","322528","22213","1","344742","41729274881","1876617383","10361718093","53967610357","-1.64","5493.39"
"2024","Q4","10","12","2","Alpine","12/31/2024","","77","","77","","4181457","5252354","9433811","-13.66","8001.54"
"2024","Q4","10","12","20","Madera","12/31/2024","1764","1744","","3508","287651380","168866838","162198378","618716596","-2.87","3883.29"
"2024","Q4","10","12","21","Marin","12/31/2024","8076","1749","","9825","1231576287","139541482","374404202","1745521971","1.09","6903.55"
"2024","Q4","10","12","22","Mariposa","12/31/2024","","675","","675","","46184094","17798488","63982582","-1.93","3771.22"
"2024","Q4","10","12","23","Mendocino","12/31/2024","1519","2658","","4177","204629631","141511659","89736854","435878144","-4.7","4871.45"
"2024","Q4","10","12","24","Merced","12/31/2024","3716","1317","","5033","656333021","182219096","233246167","1071798284","-4.2","3730.55"
"2024","Q4","10","12","25","Modoc","12/31/2024","154","238","","392","10835983","4394226","13678850","28909059","-0.34","3407.48"
"2024","Q4","10","12","26","Mono","12/31/2024","431","250","","681","62537973","13186086","32991425","108715484","4.33","8453.11"
"2024","Q4","10","12","27","Monterey","12/31/2024","8925","3303","","12228","1661736567","311162618","412056326","2384955511","0.43","5449.91"
"2024","Q4","10","12","28","Napa","12/31/2024","4964","2719","","7683","679763768","310316381","206549211","1196629360","-1.08","8862.02"
"2024","Q4","10","12","29","Nevada","12/31/2024","2444","2492","","4936","294441369","60824383","137534885","492800637","-3.93","4919.3"
"2024","Q4","10","12","3","Amador","12/31/2024","747","737","","1484","41853799","75206802","41441141","158501742","-4.45","4001.46"
"2024","Q4","10","12","30","Orange","12/31/2024","114847","2578","1","117426","18895999883","225562458","3865721504","22987283845","0.05","7295.62"
"2024","Q4","10","12","31","Placer","12/31/2024","10189","3769","","13958","2409931585","459283504","628277424","3497492513","2.32","8471.7"
"2024","Q4","10","12","32","Plumas","12/31/2024","84","1078","","1162","4882266","40766690","40751502","86400458","-7","4585.77"
"2024","Q4","10","12","33","Riverside","12/31/2024","62172","8404","1","70577","13002388328","1180663137","2464912933","16647964398","0.36","6816.29"
"2024","Q4","10","12","34","Sacramento","12/31/2024","29714","14645","","44359","4503716388","3229537662","1702603470","9435857520","5.07","5976.08"
"2024","Q4","10","12","35","San Benito","12/31/2024","1134","531","","1665","134366299","57602557","86833748","278802604","1.71","4233.71"
"2024","Q4","10","12","36","San Bernardino","12/31/2024","61490","6957","","68447","12450309123","1021591270","2294244624","15766145017","1.7","7227.43"
"2024","Q4","10","12","37","San Diego","12/31/2024","87232","12906","","100138","15845015229","1596411572","4124838914","21566265715","1.59","6552.9"
"2024","Q4","10","12","38","San Francisco","12/31/2024","28019","","","28019","3718156126","","1243057922","4961214048","-1.68","5884.69"
"2024","Q4","10","12","39","San Joaquin","12/31/2024","14581","3518","","18099","4990823332","732803469","908987684","6632614485","3.34","8380.78"
"2024","Q4","10","12","4","Butte","12/31/2024","5024","1536","","6560","790921565","78828920","208932206","1078682691","-2.38","5238.15"
"2024","Q4","10","12","40","San Luis Obispo","12/31/2024","7442","4298","","11740","1138999516","355746074","366507535","1861253125","2.37","6683.88"
"2024","Q4","10","12","41","San Mateo","12/31/2024","18352","1871","","20223","4327887991","463674742","1251498196","6043060929","0.51","8149.06"
"2024","Q4","10","12","42","Santa Barbara","12/31/2024","10606","3354","","13960","1845484786","243243357","487356434","2576084577","0.13","5806.92"
"2024","Q4","10","12","43","Santa Clara","12/31/2024","48593","1853","1","50447","12563409434","119060675","3054427462","15736897571","3.43","8268.66"
"2024","Q4","10","12","44","Santa Cruz","12/31/2024","5139","4300","","9439","724965465","282474709","261367970","1268808144","-0.47","4832.23"
"2024","Q4","10","12","45","Shasta","12/31/2024","5426","2337","","7763","767001267","98885703","191180161","1057067131","-4.04","5898.98"
"2024","Q4","10","12","46","Sierra","12/31/2024","18","100","","118","996692","3174164","5137291","9308147","-8.21","2935.4"
"2024","Q4","10","12","47","Siskiyou","12/31/2024","1454","854","","2308","107481557","23842979","70849562","202174098","-4.5","4657.42"
"2024","Q4","10","12","48","Solano","12/31/2024","10118","626","","10744","2483405724","68669693","491665392","3043740809","10.69","6818.02"
"2024","Q4","10","12","49","Sonoma","12/31/2024","13301","6413","","19714","1986732689","484322491","558477336","3029532516","-2.04","6335.92"
"2024","Q4","10","12","5","Calaveras","12/31/2024","196","1697","","1893","21942662","79527204","46755401","148225267","-4.1","3305.5"
"2024","Q4","10","12","50","Stanislaus","12/31/2024","10304","2764","","13068","2149074538","609435267","530558667","3289068472","-0.87","5993.81"
"2024","Q4","10","12","51","Sutter","12/31/2024","2036","489","","2525","373862966","107587899","96283146","577734011","-3.44","5770.99"
"2024","Q4","10","12","52","Tehama","12/31/2024","902","1021","","1923","176397091","47604242","58479369","282480702","0.96","4392.62"
"2024","Q4","10","12","53","Trinity","12/31/2024","","968","","968","","18615171","10909554","29524725","-0.41","1855.15"
"2024","Q4","10","12","54","Tulare","12/31/2024","7314","2732","","10046","2369174909","271050400","419515224","3059740533","-4.65","6388.86"
"2024","Q4","10","12","55","Tuolumne","12/31/2024","526","1438","","1964","78543491","124168571","72262745","274974807","3.3","5054.03"
"2024","Q4","10","12","56","Ventura","12/31/2024","22808","2231","","25039","4190766111","176646120","901344908","5268757139","2.26","6395.19"
"2024","Q4","10","12","57","Yolo","12/31/2024","4599","780","","5379","1050325822","113261614","301747052","1465334488","-4.3","6610.55"
"2024","Q4","10","12","58","Yuba","12/31/2024","446","1033","","1479","54248049","136513147","77097027","267858223","3.44","3199.41"
"2024","Q4","10","12","59","Statewide","12/31/2024","","","108773","108773","","","67645127","67645127","-23.06",""
"2024","Q4","10","12","6","Colusa","12/31/2024","362","244","","606","54872125","43040391","25887769","123800285","-14.22","5693.8"
"2024","Q4","10","12","7","Contra Costa","12/31/2024","23271","3505","","26776","4198719157","297913601","1299971812","5796604570","-2.54","5055.36"
"2024","Q4","10","12","8","Del Norte","12/31/2024","222","314","","536","35148239","24671430","31440260","91259929","3.3","3464.03"
"2024","Q4","10","12","9","El Dorado","12/31/2024","1761","4615","","6376","238492970","360806052","235051364","834350386","-1.57","4424.31"
"2024","Q4","10","12","","TOTAL","12/31/2024","1054785","166539","108777","1330101","182139723134","19767477699","45356991176","247264192009","0.13",""
"2024","Q3","7","9","1","Alameda","9/30/2024","44545","2701","","47246","7806892311","292215935","1934379424","10033487670","-0.38","6111.02"
"2024","Q3","7","9","10","Fresno","9/30/2024","20382","4125","","24507","4383000849","607492671","875648543","5866142063","-2.73","5765.64"
"2024","Q3","7","9","11","Glenn","9/30/2024","579","339","","918","80015316","51225800","23207528","154448644","-6.85","5374.74"
"2024","Q3","7","9","12","Humboldt","9/30/2024","3045","2881","","5926","358808587","110728786","127590096","597127469","-1.38","4486.31"
"2024","Q3","7","9","13","Imperial","9/30/2024","3190","560","","3750","585552787","120713051","208406835","914672673","-12.09","5001.46"
"2024","Q3","7","9","14","Inyo","9/30/2024","354","390","","744","54300401","42411769","27176302","123888472","-8.69","6570.24"
"2024","Q3","7","9","15","Kern","9/30/2024","15000","7712","","22712","2945395169","1665151653","877259175","5487805997","-6.44","6028.57"
"2024","Q3","7","9","16","Kings","9/30/2024","2172","518","","2690","531516919","70199734","127530907","729247560","14.65","4777.97"
"2024","Q3","7","9","17","Lake","9/30/2024","666","1299","","1965","71331595","101316340","49373812","222021747","8.27","3313.71"
"2024","Q3","7","9","18","Lassen","9/30/2024","337","425","","762","39443773","25846909","29730032","95020714","-2.88","3369.89"
"2024","Q3","7","9","19","Los Angeles","9/30/2024","324077","22456","1","346534","39853776591","1872050545","9145879666","50871706802","-2.49","5178.26"
"2024","Q3","7","9","2","Alpine","9/30/2024","","83","","83","","2670928","6287929","8958857","20.99","7598.69"
"2024","Q3","7","9","20","Madera","9/30/2024","1786","1774","","3560","310512077","202569907","149217205","662299189","-6.77","4156.83"
"2024","Q3","7","9","21","Marin","9/30/2024","8091","1753","","9844","1184591157","143755261","318474620","1646821038","0.96","6513.19"
"2024","Q3","7","9","22","Mariposa","9/30/2024","","671","","671","","66802724","19520114","86322838","-0.66","5087.99"
"2024","Q3","7","9","23","Mendocino","9/30/2024","1532","2701","","4233","209710924","159253910","79227605","448192439","-5.64","5009.08"
"2024","Q3","7","9","24","Merced","9/30/2024","3771","1329","","5100","638689471","209939824","217243376","1065872671","-5.55","3709.93"
"2024","Q3","7","9","25","Modoc","9/30/2024","157","241","","398","11733244","6368105","13231392","31332741","-0.61","3693.16"
"2024","Q3","7","9","26","Mono","9/30/2024","444","254","","698","66278410","29377820","40533419","136189649","-4.13","10589.35"
"2024","Q3","7","9","27","Monterey","9/30/2024","8972","3311","","12283","1743032467","370109028","378484591","2491626086","-2.11","5693.66"
"2024","Q3","7","9","28","Napa","9/30/2024","5014","2700","","7714","672311053","288266437","195061432","1155638922","-3.16","8558.45"
"2024","Q3","7","9","29","Nevada","9/30/2024","2488","2479","","4967","320167410","62454643","126129282","508751335","-4.1","5078.52"
"2024","Q3","7","9","3","Amador","9/30/2024","768","730","","1498","40013947","73594136","35994448","149602531","-3.96","3776.79"
"2024","Q3","7","9","30","Orange","9/30/2024","115482","2586","1","118069","17910357866","235269060","3385891775","21531518701","-1.65","6833.59"
"2024","Q3","7","9","31","Placer","9/30/2024","10265","3829","","14094","2272055567","501956260","557365308","3331377135","-0.83","8069.34"
"2024","Q3","7","9","32","Plumas","9/30/2024","85","1122","","1207","6461052","57946229","41632403","106039684","-5.49","5628.13"
"2024","Q3","7","9","33","Riverside","9/30/2024","61964","8371","1","70336","11340584176","965311261","2114729431","14420624868","-2.98","5904.34"
"2024","Q3","7","9","34","Sacramento","9/30/2024","29827","14677","","44504","4344168826","3297877638","1492411805","9134458269","0.01","5785.19"
"2024","Q3","7","9","35","San Benito","9/30/2024","1138","531","","1669","137997221","81302314","65564017","284863552","-3.97","4325.75"
"2024","Q3","7","9","36","San Bernardino","9/30/2024","61800","7022","","68822","11554098946","901650633","2057721180","14513470759","0.75","6653.18"
"2024","Q3","7","9","37","San Diego","9/30/2024","88135","12924","","101059","15125510302","1400015742","3621043442","20146569486","-1.99","6121.53"
"2024","Q3","7","9","38","San Francisco","9/30/2024","28110","","","28110","3469005531","","1086313066","4555318597","-4.32","5403.24"
"2024","Q3","7","9","39","San Joaquin","9/30/2024","14554","3666","","18220","4719806310","718967151","736684895","6175458356","1.63","7803.13"
"2024","Q3","7","9","4","Butte","9/30/2024","5019","1536","","6555","770516754","101962662","194490586","1066970002","-3.94","5181.28"
"2024","Q3","7","9","40","San Luis Obispo","9/30/2024","7517","4348","","11865","1148278214","313710231","290797953","1752786398","-5.15","6294.37"
"2024","Q3","7","9","41","San Mateo","9/30/2024","18394","1883","","20277","3823321207","529476302","1124104355","5476901864","-2.38","7385.6"
"2024","Q3","7","9","42","Santa Barbara","9/30/2024","10821","3396","","14217","1791128903","259186640","433471230","2483786773","-1.6","5598.87"
"2024","Q3","7","9","43","Santa Clara","9/30/2024","48582","1900","1","50483","11582545362","136290582","2626386409","14345222353","-1.88","7537.43"
"2024","Q3","7","9","44","Santa Cruz","9/30/2024","5219","4306","","9525","731522635","299890498","239843842","1271256975","-1.52","4841.56"
"2024","Q3","7","9","45","Shasta","9/30/2024","5318","2356","","7674","748952861","126208732","178493445","1053655038","-1.71","5879.94"
"2024","Q3","7","9","46","Sierra","9/30/2024","19","100","","119","1185020","4049706","5156673","10391399","6.26","3277.01"
"2024","Q3","7","9","47","Siskiyou","9/30/2024","1424","856","","2280","120628307","28936526","65645363","215210196","-7.03","4957.73"
"2024","Q3","7","9","48","Solano","9/30/2024","10305","634","","10939","2045752418","68986525","444149952","2558888895","-2.95","5731.94"
"2024","Q3","7","9","49","Sonoma","9/30/2024","13406","6426","","19832","1965056211","527924735","510326873","3003307819","-1.66","6281.07"
"2024","Q3","7","9","5","Calaveras","9/30/2024","200","1695","","1895","22100761","85825819","47354876","155281456","-2.87","3462.86"
"2024","Q3","7","9","50","Stanislaus","9/30/2024","10428","2818","","13246","2045232536","699723615","457695375","3202651526","-1.6","5836.33"
"2024","Q3","7","9","51","Sutter","9/30/2024","2052","492","","2544","380947133","112238369","81061520","574247022","-5.61","5736.16"
"2024","Q3","7","9","52","Tehama","9/30/2024","907","1018","","1925","182932777","41456967","60292653","284682397","-3.01","4426.86"
"2024","Q3","7","9","53","Trinity","9/30/2024","","1013","","1013","","22935130","9658595","32593725","-3.52","2047.99"
"2024","Q3","7","9","54","Tulare","9/30/2024","7382","2763","","10145","2025000418","295839503","377006715","2697846636","-3.88","5633.21"
"2024","Q3","7","9","55","Tuolumne","9/30/2024","517","1449","","1966","76523341","132925234","50289375","259737950","-3.57","4773.98"
"2024","Q3","7","9","56","Ventura","9/30/2024","22955","2268","","25223","3945612021","187594946","776084092","4909291059","-0.16","5958.87"
"2024","Q3","7","9","57","Yolo","9/30/2024","4647","796","","5443","1069891426","114976684","271676223","1456544333","-2.08","6570.9"
"2024","Q3","7","9","58","Yuba","9/30/2024","467","1055","","1522","57296265","148224112","71690768","277211145","2.84","3311.13"
"2024","Q3","7","9","59","Statewide","9/30/2024","","","108436","108436","","","97393902","97393902","8.02",""
"2024","Q3","7","9","6","Colusa","9/30/2024","361","254","","615","67312872","63816841","23459128","154588841","-9.47","7109.82"
"2024","Q3","7","9","7","Contra Costa","9/30/2024","23301","3516","","26817","4047955678","320414620","1118962756","5487333054","-2.9","4785.63"
"2024","Q3","7","9","8","Del Norte","9/30/2024","229","318","","547","43502849","31333481","29551159","104387489","3.95","3962.33"
"2024","Q3","7","9","9","El Dorado","9/30/2024","1785","4668","","6453","291150617","357154473","212746077","861051167","-2.72","4565.9"
"2024","Q3","7","9","","TOTAL","9/30/2024","1059985","168024","108440","1336449","171771466841","19745895137","39962734950","231480096928","-1.97",""
"2024","Q2","4","6","1","Alameda","6/30/2024","44441","2630","","47071","7680481789","282875343","1890866309","9854223441","-3.15","6001.83"
"2024","Q2","4","6","10","Fresno","6/30/2024","20315","4109","","24424","4402026493","605520146","874004401","5881551040","-4.22","5780.79"
"2024","Q2","4","6","11","Glenn","6/30/2024","578","342","","920","85028609","63096882","21587898","169713389","-1.66","5905.95"
"2024","Q2","4","6","12","Humboldt","6/30/2024","3032","2875","","5907","352503463","112449485","111893381","576846329","-1.8","4333.93"
"2024","Q2","4","6","13","Imperial","6/30/2024","3188","553","","3741","623964721","191434283","187295845","1002694849","10.35","5482.77"
"2024","Q2","4","6","14","Inyo","6/30/2024","373","395","","768","55282117","42860491","41922931","140065539","13.5","7428.17"
"2024","Q2","4","6","15","Kern","6/30/2024","14943","7670","","22613","3040160674","1788049546","892007705","5720217925","1.85","6283.88"
"2024","Q2","4","6","16","Kings","6/30/2024","2186","511","","2697","419222436","66006982","116332294","601561712","-3.4","3941.38"
"2024","Q2","4","6","17","Lake","6/30/2024","670","1299","","1969","71439672","95810507","45267126","212517305","2.18","3171.85"
"2024","Q2","4","6","18","Lassen","6/30/2024","329","421","","750","39861217","26457332","29353968","95672517","1.35","3393"
"2024","Q2","4","6","19","Los Angeles","6/30/2024","322464","22380","1","344845","41216445119","1814110572","9205477167","52236032858","-0.39","5317.14"
"2024","Q2","4","6","2","Alpine","6/30/2024","","82","","82","","2487749","4783505","7271254","3.4","6167.31"
"2024","Q2","4","6","20","Madera","6/30/2024","1779","1741","","3520","307061505","209970738","143867543","660899786","-1.47","4148.05"
"2024","Q2","4","6","21","Marin","6/30/2024","8133","1758","","9891","1204202870","135212560","306656316","1646071746","0.18","6510.23"
"2024","Q2","4","6","22","Mariposa","6/30/2024","","682","","682","","61148052","17812967","78961019","6.8","4654.07"
"2024","Q2","4","6","23","Mendocino","6/30/2024","1543","2711","","4254","213674483","164225376","73907620","451807479","-1.6","5049.48"
"2024","Q2","4","6","24","Merced","6/30/2024","3731","1333","","5064","656247170","219327387","214047035","1089621592","-2.73","3792.59"
"2024","Q2","4","6","25","Modoc","6/30/2024","156","248","","404","11422166","6453289","14299768","32175223","0.49","3792.46"
"2024","Q2","4","6","26","Mono","6/30/2024","431","258","","689","53831247","16205602","27763905","97800754","-3.88","7604.44"
"2024","Q2","4","6","27","Monterey","6/30/2024","8994","3390","","12384","1673280875","334344785","365102529","2372728189","0.5","5421.97"
"2024","Q2","4","6","28","Napa","6/30/2024","4962","2666","","7628","706405060","283619010","191649136","1181673206","-0.64","8751.25"
"2024","Q2","4","6","29","Nevada","6/30/2024","2501","2477","","4978","297555839","65616403","118601029","481773271","0.18","4809.22"
"2024","Q2","4","6","3","Amador","6/30/2024","774","733","","1507","42370535","76662144","37845807","156878486","-0.47","3960.48"
"2024","Q2","4","6","30","Orange","6/30/2024","114834","2544","1","117379","18165985678","225862939","3311612887","21703461504","-2.23","6888.16"
"2024","Q2","4","6","31","Placer","6/30/2024","10160","3824","","13984","2465443713","495567197","551802351","3512813261","6.29","8508.82"
"2024","Q2","4","6","32","Plumas","6/30/2024","82","1097","","1179","5614873","49378454","35988502","90981829","2.62","4828.93"
"2024","Q2","4","6","33","Riverside","6/30/2024","61594","8322","1","69917","12130131375","1105958380","2126993421","15363083176","-0.44","6290.22"
"2024","Q2","4","6","34","Sacramento","6/30/2024","29487","14559","","44046","4476042260","3262713784","1493609988","9232366032","-1.08","5847.2"
