"Calendar Year","Quarter","Quarter Month from","Quarter Month to","County code","County","Permit Date","Permits: Incorporated Cities","Permits: Outside Incorporated Cities","Permits: Allocated Countywide","Total Permits","Taxable Transactions: Incorporated Cities","Taxable Transactions: Outside Incorporated Cities","Taxable Transactions: Unallocated","Total Taxable Transactions","Yearly Percentage Change (%)","Per Capita"
"2005","Q3","7","9","47","Siskiyou","7/1/2005","1267","684","","1951","95291000","15631000","25583000","136505000","9.5",""
"2005","Q3","7","9","48","Solano","7/1/2005","8177","414","","8591","1379734000","59257000","159554000","1598545000","8",""
"2005","Q3","7","9","49","Sonoma","7/1/2005","11606","6014","","17620","1523445000","328644000","171287000","2023376000","9",""
"2005","Q3","7","9","5","Calaveras","7/1/2005","211","1468","","1679","20304000","62281000","14744000","97329000","18.3",""
"2005","Q3","7","9","50","Stanislaus","7/1/2005","8911","2216","","11127","1256661000","478234000","182227000","1917122000","11.1",""
"2005","Q3","7","9","51","Sutter","7/1/2005","1586","506","","2092","251289000","82502000","34846000","368637000","17.1",""
"2005","Q3","7","9","52","Tehama","7/1/2005","812","808","","1620","148384000","22494000","16606000","187484000","16.1",""
"2005","Q3","7","9","53","Trinity","7/1/2005","","574","","574","","18683000","3505000","22188000","-3.1",""
"2005","Q3","7","9","54","Tulare","7/1/2005","6398","2503","","8901","900919000","160716000","127016000","1188651000","18.4",""
"2005","Q3","7","9","55","Tuolumne","7/1/2005","675","1538","","2213","64421000","97025000","17694000","179140000","7.4",""
"2005","Q3","7","9","56","Ventura","7/1/2005","21987","2241","","24228","2628780000","149597000","291078000","3069455000","8.3",""
"2005","Q3","7","9","57","Yolo","7/1/2005","3609","412","","4021","641533000","72054000","118337000","831924000","13.6",""
"2005","Q3","7","9","58","Yuba","7/1/2005","484","833","","1317","49439000","82064000","27332000","158835000","15.2",""
"2005","Q3","7","9","59","Statewide","7/1/2005","","","","8297","","","209397000","209397000","3.2",""
"2005","Q3","7","9","6","Colusa","7/1/2005","292","215","","507","42630000","24004000","9110000","75744000","12.8",""
"2005","Q3","7","9","7","Contra Costa","7/1/2005","20494","3198","","23692","2879398000","196590000","402609000","3478597000","7.3",""
"2005","Q3","7","9","8","Del Norte","7/1/2005","280","340","","620","23384000","23417000","13938000","60739000","7.5",""
"2005","Q3","7","9","9","El Dorado","7/1/2005","1882","4539","","6421","188963000","231015000","84787000","504765000","11.5",""
"2005","Q3","7","9","","TOTAL","7/1/2005","903643","145889","","1057829","113047227000","11856948000","14326383000","139230558000","10.1",""
"2005","Q2","4","6","1","Alameda","7/1/2005","40843","1949","","42792","5140574000","164973000","720272000","6025819000","5.2",""
"2005","Q2","4","6","10","Fresno","7/1/2005","16908","3293","","20201","2384713000","315948000","298405000","2999066000","10.5",""
"2005","Q2","4","6","11","Glenn","7/1/2005","455","264","","719","47649000","29177000","13899000","90725000","9.2",""
"2005","Q2","4","6","12","Humboldt","7/1/2005","2825","1977","","4802","275393000","79111000","50601000","405105000","6.5",""
"2005","Q2","4","6","13","Imperial","7/1/2005","3957","386","","4343","392892000","43387000","59466000","495745000","18.9",""
"2005","Q2","4","6","14","Inyo","7/1/2005","444","355","","799","45718000","28679000","10143000","84540000","15.9",""
"2005","Q2","4","6","15","Kern","7/1/2005","9884","6457","","16341","1682448000","674101000","318139000","2674688000","18",""
"2005","Q2","4","6","16","Kings","7/1/2005","1759","384","","2143","228082000","39274000","38194000","305550000","10.8",""
"2005","Q2","4","6","17","Lake","7/1/2005","587","1175","","1762","59983000","59939000","16303000","136225000","3.7",""
"2005","Q2","4","6","18","Lassen","7/1/2005","304","387","","691","35293000","17347000","18803000","71443000","8.4",""
"2005","Q2","4","6","19","Los Angeles","7/1/2005","280802","17281","","298083","28173054000","1186982000","3374111000","32734147000","7.5",""
"2005","Q2","4","6","2","Alpine","7/1/2005","","73","","73","","1376000","2920000","4296000","6.4",""
"2005","Q2","4","6","20","Madera","7/1/2005","1071","1907","","2978","161506000","144293000","38444000","344243000","16.5",""
"2005","Q2","4","6","21","Marin","7/1/2005","9155","1983","","11138","855226000","76310000","98268000","1029804000","2.7",""
"2005","Q2","4","6","22","Mariposa","7/1/2005","","706","","706","","41256000","6003000","47259000","8.3",""
"2005","Q2","4","6","23","Mendocino","7/1/2005","1606","2148","","3754","168117000","108317000","26607000","303041000","3.5",""
"2005","Q2","4","6","24","Merced","7/1/2005","3080","979","","4059","448958000","120808000","69065000","638831000","11.7",""
"2005","Q2","4","6","25","Modoc","7/1/2005","173","178","","351","10652000","3576000","7418000","21646000","-4",""
"2005","Q2","4","6","26","Mono","7/1/2005","414","233","","647","34792000","9315000","12884000","56991000","0.6",""
"2005","Q2","4","6","27","Monterey","7/1/2005","8121","3162","","11283","1067760000","191872000","133277000","1392909000","5.3",""
"2005","Q2","4","6","28","Napa","7/1/2005","3528","1263","","4791","386555000","149029000","57503000","593087000","5.7",""
"2005","Q2","4","6","29","Nevada","7/1/2005","2304","2055","","4359","202715000","64378000","48866000","315959000","7.9",""
"2005","Q2","4","6","3","Amador","7/1/2005","804","804","","1608","44225000","54501000","12558000","111284000","1.9",""
"2005","Q2","4","6","30","Orange","7/1/2005","101189","1669","","102858","12342473000","146084000","1320376000","13808933000","7.2",""
"2005","Q2","4","6","31","Placer","7/1/2005","7767","3721","","11488","1322845000","300659000","175555000","1799059000","11.1",""
"2005","Q2","4","6","32","Plumas","7/1/2005","118","1005","","1123","4042000","37375000","17882000","59299000","0.8",""
"2005","Q2","4","6","33","Riverside","7/1/2005","36434","7788","","44222","5604887000","835320000","736644000","7176851000","14.1",""
"2005","Q2","4","6","34","Sacramento","7/1/2005","22795","13284","","36079","2915227000","1843241000","612736000","5371204000","6.4",""
"2005","Q2","4","6","35","San Benito","7/1/2005","1041","376","","1417","91527000","28568000","16317000","136412000","1.7",""
"2005","Q2","4","6","36","San Bernardino","7/1/2005","40261","7911","","48172","6209316000","526754000","741630000","7477700000","15.3",""
"2005","Q2","4","6","37","San Diego","7/1/2005","78356","12264","","90620","10083354000","529837000","1199045000","11812236000","6.7",""
"2005","Q2","4","6","38","San Francisco","7/1/2005","29674","","","29674","3216183000","","","3216183000","6.1",""
"2005","Q2","4","6","39","San Joaquin","7/1/2005","11201","2452","","13653","1800932000","414880000","243335000","2459147000","10.2",""
"2005","Q2","4","6","4","Butte","7/1/2005","4495","1862","","6357","530086000","87929000","70503000","688518000","5.5",""
"2005","Q2","4","6","40","San Luis Obispo","7/1/2005","6664","3095","","9759","724332000","164387000","95765000","984484000","8.3",""
"2005","Q2","4","6","41","San Mateo","7/1/2005","19731","1709","","21440","2556635000","206166000","356719000","3119520000","6",""
"2005","Q2","4","6","42","Santa Barbara","7/1/2005","10589","2623","","13212","1189390000","131383000","142607000","1463380000","5.4",""
"2005","Q2","4","6","43","Santa Clara","7/1/2005","47011","1892","","48903","6401383000","94254000","968735000","7464372000","3.7",""
"2005","Q2","4","6","44","Santa Cruz","7/1/2005","4666","4135","","8801","517566000","175411000","78071000","771048000","3.8",""
"2005","Q2","4","6","45","Shasta","7/1/2005","3930","2097","","6027","561571000","69153000","65553000","696277000","4.4",""
"2005","Q2","4","6","46","Sierra","7/1/2005","26","104","","130","1462000","1837000","2367000","5666000","-3.3",""
"2005","Q2","4","6","47","Siskiyou","7/1/2005","1267","684","","1951","82782000","14111000","27402000","124295000","9.2",""
"2005","Q2","4","6","48","Solano","7/1/2005","8177","414","","8591","1297605000","50504000","158501000","1506610000","3",""
"2005","Q2","4","6","49","Sonoma","7/1/2005","11606","6014","","17620","1442470000","294885000","172927000","1910282000","5.3",""
"2005","Q2","4","6","5","Calaveras","7/1/2005","211","1468","","1679","17947000","52586000","15675000","86208000","5.2",""
"2005","Q2","4","6","50","Stanislaus","7/1/2005","8911","2216","","11127","1219768000","453367000","184190000","1857325000","8.2",""
"2005","Q2","4","6","51","Sutter","7/1/2005","1586","506","","2092","242922000","82416000","34594000","359932000","9.5",""
"2005","Q2","4","6","52","Tehama","7/1/2005","812","808","","1620","135184000","20345000","14766000","170295000","12",""
"2005","Q2","4","6","53","Trinity","7/1/2005","","574","","574","","15142000","3210000","18352000","-3.6",""
"2005","Q2","4","6","54","Tulare","7/1/2005","6398","2503","","8901","848118000","158165000","124286000","1130569000","7.3",""
"2005","Q2","4","6","55","Tuolumne","7/1/2005","675","1538","","2213","60711000","82023000","18618000","161352000","2.2",""
"2005","Q2","4","6","56","Ventura","7/1/2005","21987","2241","","24228","2575572000","148358000","281101000","3005031000","8.1",""
"2005","Q2","4","6","57","Yolo","7/1/2005","3609","412","","4021","619643000","62917000","104371000","786931000","7.5",""
"2005","Q2","4","6","58","Yuba","7/1/2005","484","833","","1317","45486000","73664000","25210000","144360000","5",""
"2005","Q2","4","6","59","Statewide","7/1/2005","","","","8297","","","150863000","150863000","-19.4",""
"2005","Q2","4","6","6","Colusa","7/1/2005","292","215","","507","40540000","25229000","8945000","74714000","-1.1",""
"2005","Q2","4","6","7","Contra Costa","7/1/2005","20494","3198","","23692","2748862000","201530000","410056000","3360448000","4",""
"2005","Q2","4","6","8","Del Norte","7/1/2005","280","340","","620","20136000","19171000","12034000","51341000","2.9",""
"2005","Q2","4","6","9","El Dorado","7/1/2005","1882","4539","","6421","149937000","213168000","78294000","441399000","5.5",""
"2005","Q2","4","6","","TOTAL","7/1/2005","903643","145889","","1057829","109467199000","11164768000","14101032000","134732999000","7.8",""
"2005","Q1","1","3","1","Alameda","1/1/2005","41269","1994","","43263","4620934000","137721000","636245000","5394900000","1.9",""
"2005","Q1","1","3","10","Fresno","1/1/2005","16853","3348","","20201","2086572000","244676000","257893000","2589141000","6.7",""
"2005","Q1","1","3","11","Glenn","1/1/2005","463","263","","726","34942000","19521000","9049000","63512000","5.4",""
"2005","Q1","1","3","12","Humboldt","1/1/2005","2932","1941","","4873","250308000","63996000","36138000","350442000","6.5",""
"2005","Q1","1","3","13","Imperial","1/1/2005","3854","390","","4244","359172000","40312000","54391000","453875000","16.1",""
"2005","Q1","1","3","14","Inyo","1/1/2005","438","364","","802","36782000","20328000","8211000","65321000","6.5",""
"2005","Q1","1","3","15","Kern","1/1/2005","9877","6442","","16319","1472066000","569656000","263102000","2304824000","13.5",""
"2005","Q1","1","3","16","Kings","1/1/2005","1764","360","","2124","195727000","31057000","34315000","261099000","7.2",""
"2005","Q1","1","3","17","Lake","1/1/2005","581","1174","","1755","50645000","47201000","14084000","111930000","3.6",""
"2005","Q1","1","3","18","Lassen","1/1/2005","310","398","","708","29108000","12779000","17313000","59200000","11.3",""
"2005","Q1","1","3","19","Los Angeles","1/1/2005","283212","17586","","300798","25579160000","1065769000","3031046000","29675975000","4.3",""
"2005","Q1","1","3","2","Alpine","1/1/2005","","74","","74","","4367000","3365000","7732000","14.3",""
"2005","Q1","1","3","20","Madera","1/1/2005","1098","1923","","3021","126662000","110826000","33546000","271034000","13",""
"2005","Q1","1","3","21","Marin","1/1/2005","9398","1944","","11342","775448000","62198000","92165000","929811000","-0.7",""
"2005","Q1","1","3","22","Mariposa","1/1/2005","","720","","720","","22811000","5327000","28138000","12.8",""
"2005","Q1","1","3","23","Mendocino","1/1/2005","1649","2138","","3787","147063000","82018000","21982000","251063000","2.5",""
"2005","Q1","1","3","24","Merced","1/1/2005","3107","963","","4070","383682000","90147000","59254000","533083000","6.5",""
"2005","Q1","1","3","25","Modoc","1/1/2005","173","175","","348","8066000","2188000","6160000","16414000","10.2",""
"2005","Q1","1","3","26","Mono","1/1/2005","412","240","","652","52529000","4347000","9626000","66502000","8",""
"2005","Q1","1","3","27","Monterey","1/1/2005","8326","3293","","11619","904759000","144590000","121714000","1171063000","1.9",""
"2005","Q1","1","3","28","Napa","1/1/2005","3606","1228","","4834","327955000","106246000","48490000","482691000","9.9",""
"2005","Q1","1","3","29","Nevada","1/1/2005","2271","2127","","4398","171137000","50039000","41828000","263004000","7.5",""
"2005","Q1","1","3","3","Amador","1/1/2005","825","822","","1647","37744000","44113000","12258000","94115000","-0.1",""
"2005","Q1","1","3","30","Orange","1/1/2005","102089","1754","","103843","10995969000","133248000","1206257000","12335474000","4.1",""
"2005","Q1","1","3","31","Placer","1/1/2005","7932","3667","","11599","1165533000","268385000","154620000","1588538000","9.1",""
"2005","Q1","1","3","32","Plumas","1/1/2005","121","997","","1118","3290000","24130000","14848000","42268000","8.2",""
"2005","Q1","1","3","33","Riverside","1/1/2005","36695","7362","","44057","5050667000","691715000","597279000","6339661000","9",""
"2005","Q1","1","3","34","Sacramento","1/1/2005","22871","13726","","36597","2579502000","1585834000","541461000","4706797000","2.6",""
"2005","Q1","1","3","35","San Benito","1/1/2005","1122","353","","1475","76172000","20865000","15609000","112646000","1.9",""
"2005","Q1","1","3","36","San Bernardino","1/1/2005","40194","8200","","48394","5456971000","430774000","629465000","6517210000","11.9",""
"2005","Q1","1","3","37","San Diego","1/1/2005","78721","12084","","90805","9055467000","446768000","1058630000","10560865000","2.7",""
"2005","Q1","1","3","38","San Francisco","1/1/2005","30081","","","30081","2870819000","","","2870819000","3.1",""
"2005","Q1","1","3","39","San Joaquin","1/1/2005","11319","2523","","13842","1573430000","318775000","217576000","2109781000","9.6",""
"2005","Q1","1","3","4","Butte","1/1/2005","4605","1863","","6468","468771000","65738000","61723000","596232000","5.4",""
"2005","Q1","1","3","40","San Luis Obispo","1/1/2005","6899","3256","","10155","626497000","133396000","83853000","843746000","-1.6",""
"2005","Q1","1","3","41","San Mateo","1/1/2005","20078","1694","","21772","2293427000","171323000","329654000","2794404000","2.6",""
"2005","Q1","1","3","42","Santa Barbara","1/1/2005","11109","2677","","13786","1050846000","117656000","127932000","1296434000","2.9",""
"2005","Q1","1","3","43","Santa Clara","1/1/2005","48536","2056","","50592","5696507000","79654000","827459000","6603620000","1.8",""
"2005","Q1","1","3","44","Santa Cruz","1/1/2005","4793","4304","","9097","452676000","144214000","67770000","664660000","4.2",""
"2005","Q1","1","3","45","Shasta","1/1/2005","3905","2088","","5993","486475000","54273000","61032000","601780000","7",""
"2005","Q1","1","3","46","Sierra","1/1/2005","28","105","","133","1113000","1177000","2230000","4520000","10.7",""
"2005","Q1","1","3","47","Siskiyou","1/1/2005","1313","689","","2002","69387000","10134000","22930000","102451000","11.6",""
"2005","Q1","1","3","48","Solano","1/1/2005","8395","398","","8793","1150307000","43062000","139360000","1332729000","5",""
"2005","Q1","1","3","49","Sonoma","1/1/2005","11562","6140","","17702","1274298000","220489000","157443000","1652230000","4.9",""
"2005","Q1","1","3","5","Calaveras","1/1/2005","216","1502","","1718","15406000","40696000","13084000","69186000","8",""
"2005","Q1","1","3","50","Stanislaus","1/1/2005","9029","2168","","11197","1075736000","361981000","152366000","1590083000","5.6",""
"2005","Q1","1","3","51","Sutter","1/1/2005","1597","519","","2116","211415000","52334000","26618000","290367000","7.6",""
"2005","Q1","1","3","52","Tehama","1/1/2005","809","824","","1633","112719000","17402000","13753000","143874000","12.4",""
"2005","Q1","1","3","53","Trinity","1/1/2005","","577","","577","","11213000","3563000","14776000","14.5",""
"2005","Q1","1","3","54","Tulare","1/1/2005","6421","2503","","8924","747147000","114080000","100570000","961797000","7.8",""
"2005","Q1","1","3","55","Tuolumne","1/1/2005","695","1571","","2266","53677000","69173000","17260000","140110000","3.3",""
"2005","Q1","1","3","56","Ventura","1/1/2005","22104","2243","","24347","2278452000","106329000","249100000","2633881000","3.3",""
"2005","Q1","1","3","57","Yolo","1/1/2005","3653","423","","4076","537621000","52385000","88767000","678773000","11.9",""
"2005","Q1","1","3","58","Yuba","1/1/2005","490","848","","1338","39023000","57898000","20965000","117886000","2.8",""
"2005","Q1","1","3","59","Statewide","1/1/2005","","","","8135","","","139981000","139981000","26.7",""
"2005","Q1","1","3","6","Colusa","1/1/2005","310","209","","519","26276000","14930000","6469000","47675000","1.3",""
"2005","Q1","1","3","7","Contra Costa","1/1/2005","20735","3150","","23885","2460782000","162330000","366226000","2989338000","2.2",""
"2005","Q1","1","3","8","Del Norte","1/1/2005","285","339","","624","19452000","17315000","11387000","48154000","9.9",""
"2005","Q1","1","3","9","El Dorado","1/1/2005","1891","4560","","6451","148808000","183549000","67793000","400150000","7.5",""
"2005","Q1","1","3","","TOTAL","1/1/2005","913021","147279","","1068435","97775099000","9200131000","12412535000","119387765000","4.8",""
"2005","A","1","12","1","Alameda","7/1/2005","40843","1949","","42792","20660794000","664042000","2918145000","24242981000","5.4",""
"2005","A","1","12","10","Fresno","7/1/2005","16908","3293","","20201","9515218000","1200711000","1172507000","11888436000","10.9",""
"2005","A","1","12","11","Glenn","7/1/2005","455","264","","719","169417000","104263000","41304000","314984000","11.5",""
"2005","A","1","12","12","Humboldt","7/1/2005","2825","1977","","4802","1132502000","309046000","169803000","1611351000","6.2",""
"2005","A","1","12","13","Imperial","7/1/2005","3957","386","","4343","1583013000","183927000","233679000","2000619000","18.4",""
"2005","A","1","12","14","Inyo","7/1/2005","444","355","","799","175674000","94124000","39682000","309480000","6.9",""
"2005","A","1","12","15","Kern","7/1/2005","9884","6457","","16341","6665082000","2684144000","1302631000","10651857000","16.7",""
"2005","A","1","12","16","Kings","7/1/2005","1759","384","","2143","924274000","148640000","146705000","1219619000","12",""
"2005","A","1","12","17","Lake","7/1/2005","587","1175","","1762","233081000","239464000","66597000","539142000","6.2",""
"2005","A","1","12","18","Lassen","7/1/2005","304","387","","691","136512000","69611000","74593000","280716000","9.2",""
"2005","A","1","12","19","Los Angeles","7/1/2005","280802","17281","","298083","112716466000","4719346000","13286561000","130722373000","6.7",""
"2005","A","1","12","2","Alpine","7/1/2005","","73","","73","","10592000","13576000","24168000","8.1",""
"2005","A","1","12","20","Madera","7/1/2005","1071","1907","","2978","614133000","543316000","153833000","1311282000","16.5",""
"2005","A","1","12","21","Marin","7/1/2005","9155","1983","","11138","3461453000","304241000","405750000","4171444000","2.9",""
"2005","A","1","12","22","Mariposa","7/1/2005","","706","","706","","145694000","24739000","170433000","9.9",""
"2005","A","1","12","23","Mendocino","7/1/2005","1606","2148","","3754","675146000","410256000","101289000","1186691000","5",""
"2005","A","1","12","24","Merced","7/1/2005","3080","979","","4059","1776245000","468975000","304298000","2549518000","12.5",""
"2005","A","1","12","25","Modoc","7/1/2005","173","178","","351","41315000","13541000","27101000","81957000","-2",""
"2005","A","1","12","26","Mono","7/1/2005","414","233","","647","179211000","40464000","55169000","274844000","8.8",""
"2005","A","1","12","27","Monterey","7/1/2005","8121","3162","","11283","4208804000","721951000","523745000","5454500000","4.2",""
"2005","A","1","12","28","Napa","7/1/2005","3528","1263","","4791","1512821000","560926000","246299000","2320046000","9",""
"2005","A","1","12","29","Nevada","7/1/2005","2304","2055","","4359","819823000","248340000","205469000","1273632000","8.8",""
"2005","A","1","12","3","Amador","7/1/2005","804","804","","1608","173957000","216483000","53724000","444164000","4.7",""
"2005","A","1","12","30","Orange","7/1/2005","101189","1669","","102858","49154926000","598981000","5309339000","55063246000","6.5",""
"2005","A","1","12","31","Placer","7/1/2005","7767","3721","","11488","5292033000","1233319000","707216000","7232568000","9.7",""
"2005","A","1","12","32","Plumas","7/1/2005","118","1005","","1123","16905000","150588000","73016000","240509000","7.8",""
"2005","A","1","12","33","Riverside","7/1/2005","36434","7788","","44222","22221160000","3227199000","2808132000","28256491000","12",""
"2005","A","1","12","34","Sacramento","7/1/2005","22795","13284","","36079","11735367000","7137756000","2393377000","21266500000","5.2",""
"2005","A","1","12","35","San Benito","7/1/2005","1041","376","","1417","346512000","127042000","62097000","535651000","1.8",""
"2005","A","1","12","36","San Bernardino","7/1/2005","40261","7911","","48172","24716679000","2096870000","2931319000","29744868000","13.5",""
"2005","A","1","12","37","San Diego","7/1/2005","78356","12264","","90620","39897759000","2041194000","4740518000","46679471000","5",""
"2005","A","1","12","38","San Francisco","7/1/2005","29674","","","29674","13025974000","","","13025974000","6.7",""
"2005","A","1","12","39","San Joaquin","7/1/2005","11201","2452","","13653","7100977000","1561173000","949909000","9612059000","10.4",""
"2005","A","1","12","4","Butte","7/1/2005","4495","1862","","6357","2117401000","323812000","289423000","2730636000","7",""
"2005","A","1","12","40","San Luis Obispo","7/1/2005","6664","3095","","9759","2894456000","657976000","384026000","3936458000","7.3",""
"2005","A","1","12","41","San Mateo","7/1/2005","19731","1709","","21440","10200567000","826291000","1424492000","12451350000","5.4",""
"2005","A","1","12","42","Santa Barbara","7/1/2005","10589","2623","","13212","4717175000","513664000","576096000","5806935000","4.8",""
"2005","A","1","12","43","Santa Clara","7/1/2005","47011","1892","","48903","25937451000","384922000","3871429000","30193802000","6",""
"2005","A","1","12","44","Santa Cruz","7/1/2005","4666","4135","","8801","2062132000","701372000","310641000","3074145000","5.4",""
"2005","A","1","12","45","Shasta","7/1/2005","3930","2097","","6027","2251753000","278730000","272454000","2802937000","8.2",""
"2005","A","1","12","46","Sierra","7/1/2005","26","104","","130","6594000","8190000","10796000","25580000","11.5",""
"2005","A","1","12","47","Siskiyou","7/1/2005","1267","684","","1951","330289000","54285000","103704000","488278000","8.7",""
"2005","A","1","12","48","Solano","7/1/2005","8177","414","","8591","5202402000","205253000","629650000","6037305000","4.9",""
"2005","A","1","12","49","Sonoma","7/1/2005","11606","6014","","17620","5821040000","1125769000","675290000","7622099000","6",""
"2005","A","1","12","5","Calaveras","7/1/2005","211","1468","","1679","72176000","211347000","59129000","342652000","11",""
"2005","A","1","12","50","Stanislaus","7/1/2005","8911","2216","","11127","4869778000","1712938000","703184000","7285900000","7.7",""
"2005","A","1","12","51","Sutter","7/1/2005","1586","506","","2092","965515000","290022000","145908000","1401445000","12.7",""
"2005","A","1","12","52","Tehama","7/1/2005","812","808","","1620","532833000","83393000","63558000","679784000","13.8",""
"2005","A","1","12","53","Trinity","7/1/2005","","574","","574","","58807000","14073000","72880000","-1.3",""
"2005","A","1","12","54","Tulare","7/1/2005","6398","2503","","8901","3416732000","581165000","488710000","4486607000","12.1",""
"2005","A","1","12","55","Tuolumne","7/1/2005","675","1538","","2213","247915000","329552000","73360000","650827000","3.9",""
"2005","A","1","12","56","Ventura","7/1/2005","21987","2241","","24228","10247889000","539790000","1121389000","11909068000","6.6",""
"2005","A","1","12","57","Yolo","7/1/2005","3609","412","","4021","2418252000","257641000","417647000","3093540000","10.1",""
"2005","A","1","12","58","Yuba","7/1/2005","484","833","","1317","183612000","287658000","98765000","570035000","9.4",""
"2005","A","1","12","59","Statewide","7/1/2005","","","","8297","","","733312000","733312000","4.4",""
"2005","A","1","12","6","Colusa","7/1/2005","292","215","","507","143182000","83486000","32849000","259517000","5.9",""
"2005","A","1","12","7","Contra Costa","7/1/2005","20494","3198","","23692","11096641000","754293000","1629141000","13480075000","3.8",""
"2005","A","1","12","8","Del Norte","7/1/2005","280","340","","620","83610000","81254000","51592000","216456000","6.2",""
"2005","A","1","12","9","El Dorado","7/1/2005","1882","4539","","6421","665103000","860042000","326086000","1851231000","9",""
"2005","A","1","12","","TOTAL","7/1/2005","903643","145889","","1057829","437367731000","43487871000","56048826000","536904428000","7.4",""
"2004","Q4","10","12","1","Alameda","1/1/2005","41269","1994","","43263","5295183000","149428000","722953000","6167564000","7",""
"2004","Q4","10","12","10","Fresno","1/1/2005","16853","3348","","20201","2289639000","257691000","272098000","2819428000","9.6",""
"2004","Q4","10","12","11","Glenn","1/1/2005","463","263","","726","39013000","22585000","7586000","69184000","11.2",""
"2004","Q4","10","12","12","Humboldt","1/1/2005","2932","1941","","4873","296127000","75319000","37619000","409065000","7.2",""
"2004","Q4","10","12","13","Imperial","1/1/2005","3854","390","","4244","373565000","45210000","51843000","470618000","10.7",""
"2004","Q4","10","12","14","Inyo","1/1/2005","438","364","","802","41430000","23166000","9837000","74433000","9.9",""
"2004","Q4","10","12","15","Kern","1/1/2005","9877","6442","","16319","1583532000","590634000","328734000","2502900000","19.4",""
"2004","Q4","10","12","16","Kings","1/1/2005","1764","360","","2124","218564000","36709000","34736000","290009000","11.3",""
"2004","Q4","10","12","17","Lake","1/1/2005","581","1174","","1755","60395000","56178000","17273000","133846000","14",""
"2004","Q4","10","12","18","Lassen","1/1/2005","310","398","","708","34797000","16919000","14307000","66023000","3.4",""
"2004","Q4","10","12","19","Los Angeles","1/1/2005","283212","17586","","300798","28655507000","1154741000","3193379000","33003627000","9.4",""
"2004","Q4","10","12","2","Alpine","1/1/2005","","74","","74","","2999000","3635000","6634000","29.3",""
"2004","Q4","10","12","20","Madera","1/1/2005","1098","1923","","3021","137968000","117091000","32039000","287098000","11.8",""
"2004","Q4","10","12","21","Marin","1/1/2005","9398","1944","","11342","919353000","83356000","106200000","1108909000","5.1",""
"2004","Q4","10","12","22","Mariposa","1/1/2005","","720","","720","","31343000","5393000","36736000","15.3",""
"2004","Q4","10","12","23","Mendocino","1/1/2005","1649","2138","","3787","173311000","100183000","23276000","296770000","5.7",""
"2004","Q4","10","12","24","Merced","1/1/2005","3107","963","","4070","433906000","99816000","63730000","597452000","12.5",""
"2004","Q4","10","12","25","Modoc","1/1/2005","173","175","","348","10495000","3089000","8718000","22302000","19.9",""
"2004","Q4","10","12","26","Mono","1/1/2005","412","240","","652","46618000","5593000","15430000","67641000","23.1",""
"2004","Q4","10","12","27","Monterey","1/1/2005","8326","3293","","11619","1064885000","171293000","134787000","1370965000","8.2",""
"2004","Q4","10","12","28","Napa","1/1/2005","3606","1228","","4834","365700000","141052000","59494000","566246000","11.7",""
"2004","Q4","10","12","29","Nevada","1/1/2005","2271","2127","","4398","208618000","58857000","49911000","317386000","10",""
"2004","Q4","10","12","3","Amador","1/1/2005","825","822","","1647","44586000","53047000","12929000","110562000","6.4",""
"2004","Q4","10","12","30","Orange","1/1/2005","102089","1754","","103843","12505793000","143811000","1326058000","13975662000","9.6",""
"2004","Q4","10","12","31","Placer","1/1/2005","7932","3667","","11599","1336100000","282515000","182092000","1800707000","13.6",""
"2004","Q4","10","12","32","Plumas","1/1/2005","121","997","","1118","4258000","35454000","17388000","57100000","12.5",""
"2004","Q4","10","12","33","Riverside","1/1/2005","36695","7362","","44057","5491195000","751693000","641174000","6884062000","15.8",""
"2004","Q4","10","12","34","Sacramento","1/1/2005","22871","13726","","36597","3051243000","1776387000","633616000","5461246000","11.5",""
"2004","Q4","10","12","35","San Benito","1/1/2005","1122","353","","1475","87045000","32189000","13202000","132436000","3.8",""
"2004","Q4","10","12","36","San Bernardino","1/1/2005","40194","8200","","48394","5921768000","470301000","778054000","7170123000","19.4",""
"2004","Q4","10","12","37","San Diego","1/1/2005","78721","12084","","90805","10196029000","539764000","1144276000","11880069000","9",""
"2004","Q4","10","12","38","San Francisco","1/1/2005","30081","","","30081","3341804000","","","3341804000","5",""
"2004","Q4","10","12","39","San Joaquin","1/1/2005","11319","2523","","13842","1749099000","327556000","226654000","2303309000","15.2",""
"2004","Q4","10","12","4","Butte","1/1/2005","4605","1863","","6468","542723000","68878000","64859000","676460000","9.9",""
"2004","Q4","10","12","40","San Luis Obispo","1/1/2005","6899","3256","","10155","700030000","141676000","90125000","931831000","8.3",""
"2004","Q4","10","12","41","San Mateo","1/1/2005","20078","1694","","21772","2652954000","189519000","348949000","3191422000","6.4",""
"2004","Q4","10","12","42","Santa Barbara","1/1/2005","11109","2677","","13786","1204549000","122052000","142794000","1469395000","5.4",""
"2004","Q4","10","12","43","Santa Clara","1/1/2005","48536","2056","","50592","6686973000","88871000","927560000","7703404000","6.9",""
"2004","Q4","10","12","44","Santa Cruz","1/1/2005","4793","4304","","9097","514969000","177625000","79274000","771868000","4.6",""
"2004","Q4","10","12","45","Shasta","1/1/2005","3905","2088","","5993","555033000","69238000","60490000","684761000","10.8",""
"2004","Q4","10","12","46","Sierra","1/1/2005","28","105","","133","1738000","1642000","2819000","6199000","16.7",""
